,,単語,意味,フレーズ,訳,英作問題,和訳問題,
1802 ,,expertise,専門知識,expertise in programming,プログラミングの専門知識,(    ) in programming,プログラミングの(    ),
1803 ,,scorn,軽蔑,a look of scorn,軽蔑のまなざし,a look of (    ),(    )のまなざし,
1804 ,,prophet,預言者,the prophets of the Bible,聖書の預言者,the (    ) of the Bible,聖書の(    ),
1805 ,,breeze,そよ風,a cool breeze from the sea,海からの涼しいそよ風,a cool (    ) from the sea,海からの涼しい(    ),
1806 ,,sin,罪,punishment for sin,罪に対する罰,punishment for (    ),(    )に対する罰,
1807 ,,surge,急増,a surge in blood sugar,血糖の急増,a (    ) in blood sugar,血糖の(    ),
1808 ,,complement,補うもの,a complement to medical treatment,医療を補うもの,a (    ) to medical treatment,医療を(    ),
1809 ,,queue,列,wait in a queue,一列で待つ,wait in a (    ),一(    )で待つ,
1810 ,,stake,賭け金,a high-stakes poker game,賭け金の高いポーカー,a high-(    ) poker game,(    )の高いポーカー,
1811 ,,ambassador,大使,the French ambassador to Japan,駐日フランス大使,the French (    ) to Japan,駐日フランス(    ),
1812 ,,jury,陪審員,the judge and jury,裁判官と陪審員（団）,the judge and (    ),裁判官と(    )(団）,
1813 ,,cluster,集団,a cluster of neurons,ニューロンの集団,a (    ) of neurons,ニューロンの(    ),
1814 ,,lump,こぶ,a lump on the head,頭のこぶ,a (    ) on the head,頭の(    ),
1815 ,,meadow,牧草地,the green meadow,緑の牧草地,the green (    ),緑の(    ),
1816 ,,feat,偉業,accomplish a remarkable feat,すばらしい偉業をなしとげる,accomplish a remarkable (    ),すばらしい(    )をなしとげる,
1817 ,,temperament,気質,artistic temperament,芸術的な気質,artistic (    ),芸術的な(    ),
1818 ,,chill,寒気,feel a chill,寒気を感じる,feel a (    ),(    )を感じる,
1819 ,,appliance,器具,electrical appliances,電気器具,electrical (    ),電気(    ),
1820 ,,predecessor,前任,his predecessor as manager,彼の前任の経営者,his (    ) as manager,彼の(    )の経営者,
1821 ,,entity,存在,a child as a separate entity,独立した存在としての子供,a child as a separate (    ),独立した(    )としての子供,
1822 ,,hospitality,もてなし,receive warm hospitality,あたたかいもてなしを受ける,receive warm (    ),あたたかい(    )を受ける,
1823 ,,narrative,話,a narrative of his journey,彼の旅行の話,a (    ) of his journey,彼の旅行の(    ),
1824 ,,segment,部分,a small segment of the population,住民のほんの一部分,a small (    ) of the population,住民のほんの一(    ),
1825 ,,catastrophe,大災害,prevent a catastrophe,大災害を防止する,prevent a (    ),(    )を防止する,
1826 ,,monarch,君主,the British monarch,イギリスの君主,the British (    ),イギリスの(    ),
1827 ,,constraint,制約,due to time constraints,時間的制約があるので,due to time (    ),時間的(    )があるので,
1828 ,,amendment,改正,an amendment to the law,法律の改正,an (    ) to the law,法律の(    ),
1829 ,,cosmos,宇宙,the structure of the cosmos,宇宙の構造,the structure of the (    ),(    )の構造,
1830 ,,aisle,通路,walk down the aisle,通路を歩く,walk down the (    ),(    )を歩く,
1831 ,,hierarchy,階級制度,the top of the hierarchy,階級制度の頂点,the top of the (    ),(    )の頂点,
1832 ,,toll,通行料,an expressway toll,高速道路の通行料,an expressway (    ),高速道路の(    ),
1833 ,,transaction,取引,a transaction with the company,その会社との取引,a (    ) with the company,その会社との(    ),
1834 ,,burglar,強盗,A burglar broke into the house.,その家に強盗が入った,A (    ) broke into the house.,その家に(    )が入った,
1835 ,,tyranny,圧政,put up with tyranny,圧政に耐える,put up with (    ),(    )に耐える,
1836 ,,parasite,寄生生物,an animal parasite,動物寄生生物,an animal (    ),動物(    ),
1837 ,,intuition,直感,women's intuition,女の直感,women's (    ),女の(    ),
1838 ,,communist,共産主義,former communist countries,元共産主義の国々,former (    ) countries,元(    )の国々,
1839 ,,legacy,遺産,a legacy of the Renaissance,ルネサンスの遺産,a (    ) of the Renaissance,ルネサンスの(    ),
1840 ,,vein,静脈,the veins in the forehead,額の静脈（青筋）,the (    ) in the forehead,額の(    )(青筋）,
1841 ,,discourse,論説,a discourse on politics,政治についての論説,a (    ) on politics,政治についての(    ),
1842 ,,dairy,乳,dairy products,乳製品,(    ) products,(    )製品,
1843 ,,artifact,工芸品,Asian art and artifacts,アジアの美術と工芸品,Asian art and (    ),アジアの美術と(    ),
1844 ,,outlet,はけ口,an outlet for frustration,欲求不満のはけ口,an (    ) for frustration,欲求不満の(    ),
1845 ,,apprehension,不安,watch with apprehension,不安そうに見つめる,watch with (    ),(    )そうに見つめる,
1846 ,,melancholy,憂鬱,a mood of melancholy,憂鬱な気分,a mood of (    ),(    )な気分,
1847 ,,novelty,目新しさ,the quest for novelty,目新しさの追求,the quest for (    ),(    )の追求,
1848 ,,specimen,標本,a specimen of a rare plant,珍しい植物の標本,a (    ) of a rare plant,珍しい植物の(    ),
1849 ,,hygiene,衛生,good hygiene practices,よい衛生習慣,good (    ) practices,よい(    )習慣,
1850 ,,tactics,戦術,use guerrilla tactics,ゲリラ戦術を使う,use guerrilla (    ),ゲリラ(    )を使う,
1851 ,,monopoly,独占,a monopoly on the tea market,茶の市場の独占,a (    ) on the tea market,茶の市場の(    ),
1852 ,,token,印,as a token of our friendship,我々の友情の印として,as a (    ) of our friendship,我々の友情の(    )として,
1853 ,,aristocracy,貴族階級,the English aristocracy,イギリスの貴族階級,the English (    ),イギリスの(    ),
1854 ,,revenge,復讐,take revenge on an enemy,敵に復讐する,take (    ) on an enemy,敵に(    )する,
1855 ,,activist,活動家,a human rights activist,人権活動家,a human rights (    ),人権(    ),
1856 ,,rhetoric,美辞麗句,empty rhetoric,中身のない美辞麗句,empty (    ),中身のない(    ),
1857 ,,entrepreneur,起業家,a successful entrepreneur,成功した起業家,a successful (    ),成功した(    ),
1858 ,,census,国勢調査,take a census every ten years,10年毎に国勢調査をおこなう,take a (    ) every ten years,10年毎に(    )をおこなう,
1859 ,,verge,瀬戸際,be on the verge of extinction,絶滅の瀬戸際にいる,be on the (    ) of extinction,絶滅の(    )にいる,
1860 ,,advent,出現,the advent of the Internet,インターネットの出現,the (    ) of the Internet,インターネットの(    ),
1861 ,,analogy,類似点,an analogy between the heart and a pump,心臓とポンプの類似点,an (    ) between the heart and a pump,心臓とポンプの(    ),
1862 ,,irrigation,かんがい,irrigation systems,かんがいシステム,(    ) systems,(    )システム,
1863 ,,coverage,報道,media coverage of the accident,メディアによるその事故の報道,media (    ) of the accident,メディアによるその事故の(    ),
1864 ,,cuisine,料理,traditional French cuisine,伝統的なフランス料理,traditional French (    ),伝統的なフランス(    ),
1865 ,,menace,脅威,a menace to world peace,世界平和に対する脅威,a (    ) to world peace,世界平和に対する(    ),
1866 ,,peril,危険,the perils of the road,道路の危険,the (    ) of the road,道路の(    ),
1867 ,,limb,手足,have long limbs,手足が長い,have long (    ),(    )が長い,
1868 ,,assault,攻撃,assault on the enemy's base,敵基地への攻撃,(    ) on the enemy's base,敵基地への(    ),
1869 ,,hatred,憎しみ,hatred of war,戦争に対する憎しみ,(    ) of war,戦争に対する(    ),
1870 ,,autonomy,自主性,patient autonomy,患者の自主性,patient (    ),患者の(    ),
1871 ,,cram,塾,go to cram school,塾に通う,go to (    ) school,(    )に通う,
1872 ,,subsidy,補助金,a government subsidy,政府の補助金,a government (    ),政府の(    ),
1873 ,,empathy,共感,empathy for others,他者への共感,(    ) for others,他者への(    ),
1874 ,,slang,俗語,slang expressions,俗語表現,(    ) expressions,(    )表現,
1875 ,,posture,姿勢,maintain a good posture,よい姿勢を保つ,maintain a good (    ),よい(    )を保つ,
1876 ,,ideology,イデオロギー,a political ideology,政治的なイデオロギー,a political (    ),政治的な(    ),
1877 ,,curse,災いのもと,Wealth can be a curse.,富は災いのもとになりうる,Wealth can be a (    ).,富は(    )になりうる,
1878 ,,tumor,腫瘍,have a brain tumor,脳腫瘍がある,have a brain (    ),脳(    )がある,
1879 ,,intersection,交差点,turn right at the intersection,交差点で右に曲がる,turn right at the (    ),(    )で右に曲がる,
1880 ,,duration,期間,the duration of the contract,契約の期間,the (    ) of the contract,契約の(    ),
1881 ,,deforestation,森林破壊,deforestation in the Amazon,アマゾンの森林破壊,(    ) in the Amazon,アマゾンの(    ),
1882 ,,precaution,用心,take precautions against fires,火事に用心する,take (    ) against fires,火事に(    )する,
1883 ,,bunch,たば,a bunch of flowers,ひとたばの花,a (    ) of flowers,ひと(    )の花,
1884 ,,shortcoming,欠点,put up with her shortcomings,彼女の欠点を我慢する,put up with her (    ),彼女の(    )を我慢する,
1885 ,,aspiration,熱望,aspirations to be an artist,芸術家になりたいという熱望,(    ) to be an artist,芸術家になりたいという(    ),
1886 ,,psychiatrist,精神科医,psychologists and psychiatrists,心理学者と精神科医,psychologists and (    ),心理学者と(    ),
1887 ,,shipping,発送,packaging and shipping,包装と発送,packaging and (    ),包装と(    ),
1888 ,,Senator,上院議員,a United States Senator,合衆国上院議員,a United States (    ),合衆国(    ),
1889 ,,statesman,政治家,an international statesman,国際的な政治家,an international (    ),国際的な(    ),
1890 ,,subordinate,部下,instruct a subordinate,部下に指示する,instruct a (    ),(    )に指示する,
1891 ,,vacuum,空白,fill the vacuum,空白を埋める,fill the (    ),(    )を埋める,
1892 ,,quest,探究,the quest for the truth,真理の探究,the (    ) for the truth,真理の(    ),
1893 ,,meditation,瞑想,Buddhist meditation,仏教の瞑想,Buddhist (    ),仏教の(    ),
1894 ,,subscriber,加入者,subscribers to the service,その事業の加入者,(    ) to the service,その事業の(    ),
1895 ,,riddle,謎,solve a riddle,謎を解く,solve a (    ),(    )を解く,
1896 ,,rag,ぼろ,be dressed in rags,ぼろを着ている,be dressed in (    ),(    )を着ている,
1897 ,,rust,さび,be covered with rust,さびで覆われる,be covered with (    ),(    )で覆われる,
1898 ,,sanitation,衛生,public sanitation,公衆衛生,public (    ),公衆(    ),
1899 ,,midst,まっただ中,in the midst of the lecture,授業のまっただ中に,in the (    ) of the lecture,授業の(    )に,
1900 ,,mischief,いたずら,childhood mischief,子供時代のいたずら,childhood (    ),子供時代の(    ),
1901 ,,proficiency,検定,an English proficiency test,英語検定試験,an English (    ) test,英語(    )試験,
1902 ,,recollection,記憶,have no recollection of the past,過去の記憶がない,have no (    ) of the past,過去の(    )がない,
1903 ,,latitude,緯,38 degrees north latitude,北緯38度,38 degrees north (    ),北(    )38度,
1904 ,,friction,摩擦,friction between the two countries,二国間の摩擦,(    ) between the two countries,二国間の(    ),
1905 ,,botanist,植物学者,Botanists study plants.,植物学者は植物を研究する,(    ) study plants.,(    )は植物を研究する,
1906 ,,heredity,遺伝,Mendel's laws of heredity,メンデルの遺伝の法則,Mendel's laws of (    ),メンデルの(    )の法則,
1907 ,,contempt,軽蔑,contempt for authority,権威に対する軽蔑,(    ) for authority,権威に対する(    ),
1908 ,,anatomy,構造,the anatomy of the human brain,ヒトの脳の構造,the (    ) of the human brain,ヒトの脳の(    ),
1909 ,,integrity,誠実,a man of integrity,誠実な人,a man of (    ),(    )な人,
1910 ,,cargo,貨物,a cargo ship,貨物船,a (    ) ship,(    )船,
